Fuel_Type,Kilometers_Driven,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,price,Registration_Year,Transmission_Type,Mileage(kmpl),Engine_CC,No_of_Seats,city,Car_Age
Diesel,34965,1,Tata,Tata Harrier,2019,1497000,2019,Manual,17.0,1956,5,chennai,5
Diesel,106360,2,Ford,Ford Ecosport,2015,529000,2015,Manual,22.7,1498,5,chennai,9
Petrol,162049,2,Maruti,Maruti Ritz,2010,210000,2010,Manual,18.5,1197,5,chennai,14
Diesel,30000,1,Mercedes-Benz,Mercedes-Benz GLE,2020,7450000,2020,Automatic,19.31,1950,5,chennai,4
Petrol,26000,1,Toyota,Toyota Urban cruiser,2021,975000,2021,Manual,17.03,1462,5,chennai,3
Petrol,25000,1,Kia,Kia Seltos,2020,1450000,2020,Automatic,19.31,1497,5,chennai,4
Diesel,35000,1,Mercedes-Benz,Mercedes-Benz GLC,2021,6200000,2021,Automatic,19.31,1950,5,chennai,3
Petrol,57000,1,Maruti,Maruti Swift,2020,595000,2020,Manual,21.21,1197,5,chennai,4
Petrol,49000,1,Hyundai,Hyundai Creta,2017,767000,2017,Manual,15.29,1591,5,chennai,7
Petrol,30000,1,Hyundai,Hyundai i20,2022,825000,2022,Manual,21.0,1197,5,chennai,2
Petrol,120000,3,Hyundai,Hyundai Santro,2002,45000,2002,Manual,19.31,1086,5,chennai,22
Petrol,40000,3,Hyundai,Hyundai i10,2014,335000,2014,Automatic,16.95,1197,5,chennai,10
Petrol,53250,1,Honda,Honda Jazz,2015,558000,2015,Automatic,19.0,1199,5,chennai,9
Petrol,8848,1,Tata,Tata Tiago,2022,649000,2022,Manual,19.01,1199,5,chennai,2
Diesel,3000,1,Tata,Tata Harrier,2022,2250000,2022,Automatic,14.6,1956,5,chennai,2
Petrol,34628,1,Skoda,Skoda Rapid,2021,1110000,2021,Manual,18.97,999,5,chennai,3
Petrol,8579,1,Maruti,Maruti Ignis,2022,672000,2022,Manual,20.89,1197,5,chennai,2
Petrol,17000,1,Renault,Renault Triber,2022,675000,2022,Manual,20.0,999,7,chennai,2
Petrol,40021,1,Honda,Honda City,2017,795000,2017,Manual,17.8,1497,5,chennai,7
Diesel,52000,1,Mercedes-Benz,Mercedes-Benz GLS,2021,11299999,2021,Automatic,19.31,2925,7,chennai,3
Petrol,46946,2,Hyundai,Hyundai i20,2017,587000,2017,Manual,18.6,1197,5,chennai,7
Petrol,30772,1,Honda,Honda Jazz,2019,807000,2019,Automatic,18.2,1199,5,chennai,5
Diesel,74008,1,Ford,Ford Figo,2012,260000,2012,Manual,20.0,1399,5,chennai,12
Diesel,31000,1,Maruti,Maruti Swift Dzire,2017,760000,2017,Manual,28.4,1248,5,chennai,7
Diesel,20000,1,Mahindra,Mahindra Bolero,2022,1070000,2022,Manual,16.0,1493,7,chennai,2
Petrol,20000,2,Maruti,Maruti Baleno,2020,650000,2020,Manual,21.01,1197,5,chennai,4
Petrol,31137,1,Maruti,Maruti S-Presso,2020,520000,2020,Automatic,21.7,998,5,chennai,4
Diesel,90000,1,Maruti,Maruti Swift Dzire,2011,350000,2011,Manual,19.3,1248,5,chennai,13
Petrol,77000,1,Hyundai,Hyundai Creta,2015,875000,2015,Manual,15.8,1591,5,chennai,9
Diesel,16000,1,BMW,BMW 3 Series GT,2019,4350000,2019,Automatic,21.76,1995,5,chennai,5
Diesel,23000,1,Mahindra,Mahindra XUV500,2018,1450000,2018,Automatic,16.0,2179,7,chennai,6
Petrol,9000,1,Mahindra,Mahindra Thar,2022,1725000,2022,Manual,15.2,1997,4,chennai,2
Petrol,28733,1,Datsun,Datsun RediGO,2018,302000,2018,Manual,22.7,799,5,chennai,6
Diesel,61828,1,Hyundai,Hyundai Verna,2018,1060000,2018,Automatic,22.0,1582,5,chennai,6
Diesel,150000,2,Toyota,Toyota Innova,2007,600000,2007,Manual,12.8,2494,8,chennai,17
Petrol,60431,1,Tata,Tata Tigor,2022,722000,2022,Manual,19.28,1199,5,chennai,2
Petrol,53269,1,Maruti,Maruti Celerio X,2018,463000,2018,Manual,21.63,998,5,chennai,6
Petrol,38000,1,MG,MG Hector,2021,1770000,2021,Automatic,19.31,1451,5,chennai,3
Petrol,37778,2,Honda,Honda Amaze,2019,627000,2019,Manual,19.5,1199,5,chennai,5
Petrol,85941,2,Tata,Tata Nexon,2018,658000,2018,Manual,17.0,1198,5,chennai,6
Petrol,89329,1,Maruti,Maruti Celerio X,2018,476999,2018,Automatic,21.63,998,5,chennai,6
Petrol,40000,2,Tata,Tata Tiago,2019,500000,2019,Manual,23.84,1199,5,chennai,5
Petrol,17000,1,Maruti,Maruti Swift,2017,650000,2017,Manual,21.21,1197,5,chennai,7
Petrol,83887,1,Maruti,Maruti Ignis,2017,455000,2017,Manual,20.89,1197,5,chennai,7
Diesel,150000,1,Hyundai,Hyundai i20 Active,2015,475000,2015,Manual,21.19,1396,5,chennai,9
Diesel,39000,1,Toyota,Toyota Innova Crysta,2021,2800000,2021,Automatic,12.0,2393,7,chennai,3
Petrol,23000,1,Hyundai,Hyundai Verna,2018,975000,2018,Automatic,17.0,1591,5,chennai,6
Petrol,80000,1,Hyundai,Hyundai Verna,2017,750000,2017,Manual,17.0,1591,5,chennai,7
Petrol,34000,1,Maruti,Maruti Celerio,2016,484999,2016,Automatic,23.1,998,5,chennai,8
Petrol,29973,1,Maruti,Maruti Celerio,2017,459999,2017,Manual,23.1,998,5,chennai,7
Petrol,30000,1,Honda,Honda City,2021,1265000,2021,Manual,18.6,1498,5,chennai,3
Diesel,80805,2,Hyundai,Hyundai i20 Active,2016,567000,2016,Manual,21.19,1396,5,chennai,8
Petrol,26235,1,Tata,Tata Tiago,2020,619000,2020,Manual,23.84,1199,5,chennai,4
Petrol,95963,0,Honda,Honda City,2017,630000,2018,Manual,17.8,1497,5,chennai,7
Petrol,83294,1,Hyundai,Hyundai Creta,2018,835000,2018,Manual,15.8,1591,5,chennai,6
Diesel,17963,2,MG,MG Hector,2021,1703000,2021,Manual,17.41,1956,5,chennai,3
Petrol,102696,1,Maruti,Maruti Baleno,2019,635000,2019,Manual,21.4,1197,5,chennai,5
Diesel,57206,2,Hyundai,Hyundai i20,2019,635000,2019,Manual,22.54,1396,5,chennai,5
Diesel,120000,2,Ford,Ford Figo,2013,300000,2013,Manual,20.0,1399,5,chennai,11
Petrol,81829,1,Hyundai,Hyundai i20,2017,657000,2017,Manual,18.6,1197,5,chennai,7
Petrol,54395,2,Maruti,Maruti Celerio,2014,390000,2014,Manual,25.24,998,5,chennai,10
Diesel,50000,1,Tata,Tata Tigor,2019,620000,2019,Manual,24.7,1047,5,chennai,5
Petrol,70000,2,Volkswagen,Volkswagen Ameo,2017,465000,2017,Manual,17.0,1198,5,chennai,7
Petrol,36000,1,Hyundai,Hyundai i20,2015,590000,2015,Manual,18.6,1197,5,chennai,9
Diesel,125000,2,Isuzu,Isuzu MU 7,2016,950000,2016,Manual,12.08,2999,7,chennai,8
Diesel,75000,2,Mercedes-Benz,Mercedes-Benz CLA,2018,2150000,2018,Automatic,17.9,2143,5,chennai,6
Diesel,45007,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,4600000,2019,Automatic,16.1,1950,5,chennai,6
Petrol,49617,1,Honda,Honda Amaze,2016,490000,2016,Manual,19.5,1199,5,chennai,8
Petrol,57782,1,Toyota,Toyota Etios,2016,620000,2016,Manual,16.78,1496,5,chennai,8
Diesel,38000,1,Skoda,Skoda Superb,2015,1950000,2015,Automatic,17.2,1968,5,chennai,9
Diesel,110000,3,BMW,BMW 5 Series,2008,680000,2008,Automatic,11.5,2993,5,chennai,16
Petrol,22066,2,Honda,Honda Jazz,2018,594000,2018,Manual,18.7,1199,5,chennai,6
Petrol,65707,1,Hyundai,Hyundai i20,2016,536000,2016,Manual,18.6,1197,5,chennai,8
Petrol,89488,1,Maruti,Maruti Celerio,2015,365000,2015,Manual,23.1,998,5,chennai,9
Petrol,88663,2,Maruti,Maruti Ignis,2017,544000,2017,Automatic,20.89,1197,5,chennai,7
Petrol,31679,1,Tata,Tata Tiago,2020,566000,2020,Manual,23.84,1199,5,chennai,4
Petrol,68178,1,Hyundai,Hyundai Grand i10,2013,420000,2013,Manual,18.9,1197,5,chennai,11
Petrol,61279,2,Honda,Honda City,2017,748000,2017,Manual,17.8,1497,5,chennai,7
Petrol,8963,1,Honda,Honda Amaze,2021,880000,2021,Manual,18.6,1199,5,chennai,3
Petrol,80281,1,Maruti,Maruti Swift Dzire,2017,616000,2018,Manual,21.21,1197,5,chennai,7
Petrol,50580,1,MG,MG Hector,2020,1554000,2020,Manual,14.16,1451,5,chennai,4
Petrol,21000,1,Mini,Mini Cooper,2014,2100000,2014,Automatic,19.23,1598,5,chennai,10
Diesel,55000,1,Audi,Audi Q3,2016,2175000,2016,Automatic,15.73,1968,5,chennai,8
Diesel,70000,2,Mercedes-Benz,Mercedes-Benz GLE,2018,4200000,2018,Automatic,17.9,2143,5,chennai,6
Petrol,58000,1,Audi,Audi Q5,2019,4300000,2019,Automatic,8.5,1984,5,chennai,5
Petrol,65224,1,Volkswagen,Volkswagen Vento,2018,725000,2019,Manual,16.09,1598,5,chennai,6
Petrol,120000,1,Maruti,Maruti Ritz,2010,275000,2010,Manual,21.1,1197,5,chennai,14
Diesel,42001,1,BMW,BMW X5,2018,5750000,2019,Automatic,15.97,2993,5,chennai,6
Petrol,30316,1,Maruti,Maruti Swift Dzire,2017,635000,2017,Manual,19.0,1197,5,chennai,7
Diesel,64000,3,Mercedes-Benz,Mercedes-Benz E-Class,2013,1800000,2013,Automatic,13.0,2143,5,chennai,11
Diesel,40000,1,Volvo,Volvo S60,2015,1900000,2016,Automatic,9.0,1984,5,chennai,9
Petrol,100526,1,Maruti,Maruti Swift,2017,509999,2017,Manual,22.38,1197,5,chennai,7
Petrol,17273,1,Maruti,Maruti Swift,2021,817000,2021,Manual,22.38,1197,5,chennai,3
Diesel,107737,1,Maruti,Maruti SX4 S Cross,2018,850000,2019,Manual,23.65,1248,5,chennai,6
Petrol,111586,2,Ford,Ford Ecosport,2016,539000,2016,Manual,15.85,1499,5,chennai,8
Petrol,73369,2,Maruti,Maruti Baleno,2017,538000,2017,Automatic,21.4,1197,5,chennai,7
Petrol,63697,1,Maruti,Maruti Alto,2012,235000,2012,Manual,19.7,796,5,chennai,12
Petrol,45224,1,Hyundai,Hyundai i20,2018,666000,2018,Manual,18.6,1197,5,chennai,6
Diesel,110701,2,Ford,Ford Figo,2010,210000,2010,Manual,20.0,1399,5,chennai,14
Petrol,49124,2,Maruti,Maruti Wagon R,2016,413000,2016,Manual,20.51,998,5,chennai,8
Petrol,96861,1,Maruti,Maruti Swift Dzire,2016,505000,2016,Manual,22.41,1197,5,chennai,8
Petrol,64636,2,Hyundai,Hyundai i10,2009,300000,2009,Manual,20.36,1197,5,chennai,15
Diesel,134000,1,Audi,Audi A6,2014,890000,2016,Automatic,17.68,1968,5,chennai,10
Petrol,20000,1,Maruti,Maruti 800,2002,140000,2002,Manual,16.1,796,4,chennai,22
Petrol,14118,1,Renault,Renault Kiger,2022,810000,2022,Automatic,19.03,999,5,chennai,2
Diesel,1200,1,Jeep,Jeep Meridian,2023,4100000,2023,Automatic,19.31,1956,7,chennai,1
Petrol,36000,2,Ford,Ford Ecosport,2018,725000,2018,Automatic,14.8,1497,5,chennai,6
Petrol,10000,1,Skoda,Skoda Kushaq,2022,1755000,2023,Automatic,17.2,999,5,chennai,2
Petrol,50000,1,Kia,Kia Seltos,2019,1050000,2019,Manual,16.8,1497,5,chennai,5
Petrol,30000,1,Toyota,Toyota Urban cruiser,2021,1000000,2021,Manual,17.03,1462,5,chennai,3
Petrol,29000,1,Skoda,Skoda Rapid,2018,850000,2018,Automatic,14.84,1598,5,chennai,6
Petrol,55940,2,Hyundai,Hyundai i20,2014,508000,2015,Manual,18.6,1197,5,chennai,10
Diesel,115915,2,Honda,Honda City,2018,851000,2018,Manual,25.6,1498,5,chennai,6
Petrol,1000,1,Renault,Renault KWID,2022,625000,2023,Automatic,22.3,999,5,chennai,2
Petrol,96184,2,Honda,Honda Jazz,2016,560000,2016,Automatic,19.0,1199,5,chennai,8
Petrol,87780,1,Hyundai,Hyundai i10,2014,335000,2014,Manual,19.81,1086,5,chennai,10
Petrol,118921,1,Hyundai,Hyundai i20,2015,445000,2015,Manual,18.6,1197,5,chennai,9
Diesel,73834,2,Ford,Ford Ecosport,2019,830000,2019,Manual,23.0,1498,5,chennai,5
Diesel,20000,1,Mahindra,Mahindra Thar,2022,1789999,2022,Automatic,19.31,2184,4,chennai,2
Petrol,38514,1,Maruti,Maruti Baleno,2016,630000,2016,Manual,21.4,1197,5,chennai,8
Petrol,74401,2,Maruti,Maruti Swift Dzire,2016,527000,2016,Manual,22.41,1197,5,chennai,8
Petrol,40000,1,Hyundai,Hyundai Creta,2020,1320000,2020,Automatic,16.8,1353,5,chennai,4
Petrol,9000,1,Maruti,Maruti Swift,2022,860000,2022,Manual,22.38,1197,5,chennai,2
Petrol,50000,1,Hyundai,Hyundai Creta,2017,766000,2017,Manual,15.29,1591,5,chennai,7
Petrol,40000,1,Maruti,Maruti Swift Dzire,2020,610000,2020,Manual,22.41,1197,5,chennai,4
Diesel,80000,3,Skoda,Skoda Rapid,2015,475000,2015,Automatic,21.66,1498,5,chennai,9
Petrol,82000,2,Hyundai,Hyundai Grand i10,2014,390000,2014,Manual,18.9,1197,5,chennai,10
Petrol,32947,1,Hyundai,Hyundai Aura,2020,680000,2020,Automatic,20.1,1197,5,chennai,4
Diesel,9000,1,Jeep,Jeep Meridian,2022,3150000,2022,Manual,19.31,1956,7,chennai,2
Petrol,25000,1,Hyundai,Hyundai Verna,2018,855000,2018,Manual,17.0,1591,5,chennai,6
Petrol,10000,1,Maruti,Maruti XL6,2022,1200000,2022,Manual,19.01,1462,6,chennai,2
Petrol,8413,1,Skoda,Skoda Slavia,2022,1786000,2022,Manual,18.72,1498,5,chennai,2
Petrol,34460,1,Hyundai,Hyundai i20,2016,614000,2016,Manual,18.6,1197,5,chennai,8
Petrol,33886,1,Maruti,Maruti Swift Dzire,2010,340000,2010,Manual,17.5,1298,5,chennai,14
Petrol,57910,2,Hyundai,Hyundai i20 Active,2016,558000,2016,Manual,17.19,1197,5,chennai,8
Petrol,46233,2,Renault,Renault Triber,2020,650000,2020,Manual,20.0,999,7,chennai,4
Petrol,60000,1,Honda,Honda City,2017,950000,2017,Automatic,18.3,1498,5,chennai,7
Petrol,48979,1,Maruti,Maruti Swift,2021,710000,2021,Manual,22.38,1197,5,chennai,3
Petrol,42000,1,MG,MG Hector,2019,1700000,2019,Automatic,13.96,1451,5,chennai,5
Diesel,106165,1,Ford,Ford Ecosport,2016,684000,2016,Manual,22.77,1498,5,chennai,8
Petrol,91261,1,Datsun,Datsun RediGO,2018,309000,2018,Manual,22.7,799,5,chennai,6
Petrol,36711,1,Maruti,Maruti Celerio,2018,500000,2018,Manual,21.63,998,5,chennai,6
Petrol,9000,1,BMW,BMW 3 Series Gran Limousine,2021,5500000,2021,Automatic,15.3,1998,5,chennai,3
Petrol,30428,0,Maruti,Maruti Baleno,2018,650000,2018,Manual,21.4,1197,5,chennai,6
Petrol,49791,1,Renault,Renault KWID,2018,360000,2018,Manual,23.01,999,5,chennai,6
Diesel,40000,1,MG,MG Hector Plus,2021,1875000,2021,Manual,16.65,1956,6,chennai,3
Petrol,40000,2,Hyundai,Hyundai Xcent,2014,450000,2014,Manual,19.1,1197,5,chennai,10
Petrol,50000,2,Maruti,Maruti Baleno,2018,660000,2018,Automatic,21.4,1197,5,chennai,6
Diesel,60000,1,Maruti,Maruti Vitara Brezza,2019,950000,2019,Manual,24.3,1248,5,chennai,5
Petrol,60000,1,Volkswagen,Volkswagen Ameo,2017,500000,2017,Manual,17.0,1198,5,chennai,7
Diesel,70000,1,Ford,Ford Endeavour,2017,2390000,2017,Automatic,12.62,2198,7,chennai,7
Petrol,107158,2,Maruti,Maruti Wagon R,2014,361000,2014,Manual,20.51,998,5,chennai,10
Petrol,90811,1,Hyundai,Hyundai Grand i10,2019,549000,2019,Manual,18.9,1197,5,chennai,5
Petrol,76454,3,Ford,Ford Figo,2012,210000,2012,Manual,15.6,1196,5,chennai,12
Petrol,57464,1,Maruti,Maruti Swift,2021,704000,2021,Manual,22.38,1197,5,chennai,3
Petrol,95072,1,Honda,Honda Amaze,2019,729000,2019,Manual,19.5,1199,5,chennai,5
Petrol,51789,1,Honda,Honda City,2014,700000,2014,Automatic,18.0,1497,5,chennai,10
Petrol,56028,2,Hyundai,Hyundai i20,2018,619000,2018,Manual,18.6,1197,5,chennai,6
Petrol,60000,1,Honda,Honda City,2017,725000,2017,Manual,17.8,1497,5,chennai,7
Petrol,36460,1,Hyundai,Hyundai Grand i10 Nios,2020,621000,2020,Manual,20.7,1197,5,chennai,4
Petrol,103249,1,Honda,Honda Amaze,2020,685000,2020,Manual,19.5,1199,5,chennai,4
Petrol,45568,1,Honda,Honda City,2021,950000,2021,Manual,18.6,1498,5,chennai,3
Diesel,130000,1,Ford,Ford Endeavour,2017,1850000,2017,Automatic,12.62,2198,7,chennai,7
Diesel,60000,1,MG,MG Hector Plus,2021,1850000,2021,Manual,16.65,1956,6,chennai,3
Diesel,100521,1,Skoda,Skoda Rapid,2013,409999,2013,Manual,20.5,1598,5,chennai,11
Petrol,42709,1,Volkswagen,Volkswagen Ameo,2019,570000,2019,Manual,19.44,999,5,chennai,5
Diesel,150000,2,Mahindra,Mahindra TUV 300,2016,550000,2016,Manual,18.49,1493,7,chennai,8
Petrol,100000,1,Honda,Honda City,2015,600000,2015,Manual,17.4,1497,5,chennai,9
Diesel,120000,3,Volkswagen,Volkswagen Jetta,2009,225999,2009,Manual,15.0,1896,5,chennai,15
Petrol,30000,1,Hyundai,Hyundai Elantra,2018,1350000,2018,Automatic,14.62,1999,5,chennai,6
Diesel,70000,1,BMW,BMW 3 Series,2016,2600000,2016,Automatic,22.69,1995,5,chennai,8
Petrol,104279,1,Hyundai,Hyundai Grand i10,2014,365000,2014,Manual,18.9,1197,5,chennai,10
Petrol,73321,1,Hyundai,Hyundai i20 Active,2018,707000,2019,Manual,17.19,1197,5,chennai,6
Petrol,50000,1,Hyundai,Hyundai Verna,2017,800000,2017,Manual,17.0,1591,5,chennai,7
Petrol,34279,1,Hyundai,Hyundai Santro,2018,520000,2018,Manual,20.3,1086,5,chennai,6
Petrol,55040,2,Hyundai,Hyundai i20,2016,602000,2016,Manual,18.6,1197,5,chennai,8
Diesel,39000,2,Hyundai,Hyundai Verna,2018,1050000,2018,Automatic,22.0,1582,5,chennai,6
Diesel,104336,2,Hyundai,Hyundai i20,2014,546000,2014,Manual,22.54,1396,5,chennai,10
Diesel,45000,3,Volvo,Volvo S90,2019,3475000,2019,Automatic,18.0,1969,5,chennai,5
Petrol,69617,1,Honda,Honda City,2020,1188000,2021,Manual,18.6,1498,5,chennai,4
Petrol,47429,1,Hyundai,Hyundai i20,2016,621000,2016,Manual,18.6,1197,5,chennai,8
Petrol,67000,1,Maruti,Maruti Swift,2015,515000,2015,Manual,21.21,1197,5,chennai,9
Petrol,80000,1,Volkswagen,Volkswagen Polo,2016,600000,2016,Manual,16.2,1199,5,chennai,8
Petrol,27000,1,Volkswagen,Volkswagen Polo,2018,775000,2018,Manual,18.78,999,5,chennai,6
Diesel,56000,2,Ford,Ford Ecosport,2016,645000,2016,Manual,22.77,1498,5,chennai,8
Petrol,33379,1,Honda,Honda Amaze,2018,650000,2018,Manual,18.6,1199,5,chennai,6
Diesel,80000,1,Maruti,Maruti Ciaz,2017,700000,2017,Manual,28.09,1248,5,chennai,7
Petrol,90000,1,Hyundai,Hyundai Xcent,2016,437000,2016,Manual,19.1,1197,5,chennai,8
Petrol,50197,1,Hyundai,Hyundai Xcent,2015,459999,2015,Manual,19.1,1197,5,chennai,9
Petrol,80000,2,Hyundai,Hyundai Accent,2012,250000,2012,Manual,16.36,1495,5,chennai,12
Petrol,60611,0,Honda,Honda Jazz,2016,520000,2018,Manual,18.7,1199,5,chennai,8
Petrol,61120,3,Ford,Ford Ecosport,2017,566000,2017,Manual,15.85,1499,5,chennai,7
Petrol,55415,1,Renault,Renault KWID,2019,403000,2019,Manual,23.01,999,5,chennai,5
Diesel,52000,1,Jaguar,Jaguar F-Pace,2018,4950000,2018,Automatic,16.38,1999,5,chennai,6
Petrol,48579,1,Honda,Honda Jazz,2015,517000,2015,Manual,18.7,1199,5,chennai,9
Petrol,59532,2,Hyundai,Hyundai Xcent,2016,449000,2016,Manual,19.1,1197,5,chennai,8
Petrol,200300,2,Honda,Honda City,2014,455000,2014,Manual,17.0,1497,5,chennai,10
Petrol,113231,1,Volkswagen,Volkswagen Jetta,2014,643000,2014,Manual,14.69,1390,5,chennai,10
Diesel,106338,2,Mahindra,Mahindra TUV 300,2018,705000,2018,Manual,18.49,1493,7,chennai,6
Diesel,40629,1,Tata,Tata Altroz,2021,889000,2021,Manual,23.64,1497,5,chennai,3
Diesel,73341,2,Maruti,Maruti Swift Dzire,2016,621000,2016,Automatic,26.59,1248,5,chennai,8
Diesel,39001,2,BMW,BMW 3 Series,2011,1400000,2011,Automatic,22.69,1995,5,chennai,13
Petrol,81532,1,Honda,Honda City,2014,630000,2014,Manual,17.4,1497,5,chennai,10
Petrol,108818,1,Honda,Honda City,2015,530000,2015,Manual,17.4,1497,5,chennai,9
Petrol,35419,1,Maruti,Maruti Baleno,2017,678000,2017,Manual,21.01,1197,5,chennai,7
Diesel,80000,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,1200000,2011,Automatic,19.71,2143,5,chennai,13
Diesel,100000,2,Renault,Renault Fluence,2014,524000,2014,Manual,20.4,1461,5,chennai,10
Diesel,12000,1,Audi,Audi A4,2014,2150000,2015,Automatic,17.11,1968,5,chennai,10
Diesel,70001,1,Hyundai,Hyundai Verna,2011,675000,2011,Manual,22.32,1582,5,chennai,13
Diesel,61331,1,Hyundai,Hyundai Xcent,2014,470000,2014,Manual,24.4,1120,5,chennai,10
Diesel,51438,1,Honda,Honda Amaze,2014,530000,2014,Manual,25.8,1498,5,chennai,10
Petrol,67988,1,Hyundai,Hyundai Santro,2019,463000,2019,Manual,20.3,1086,5,chennai,5
Petrol,36032,2,Honda,Honda Jazz,2019,727000,2019,Automatic,18.2,1199,5,chennai,5
Petrol,114883,1,Honda,Honda City,2015,515000,2015,Manual,17.4,1497,5,chennai,9
Petrol,88584,1,Maruti,Maruti Swift Dzire,2016,547000,2016,Manual,22.41,1197,5,chennai,8
Diesel,97419,2,Maruti,Maruti Ritz,2012,307000,2013,Manual,23.2,1248,5,chennai,12
Petrol,70000,1,BMW,BMW X3,2019,4800000,2019,Automatic,13.17,1998,5,chennai,5
Diesel,106498,2,Ford,Ford Ecosport,2015,529000,2015,Manual,22.7,1498,5,chennai,9
Diesel,68177,2,Maruti,Maruti Swift,2016,624000,2016,Manual,25.2,1248,5,chennai,8
Petrol,27524,1,Skoda,Skoda Slavia,2022,1816000,2022,Manual,18.72,1498,5,chennai,2
Diesel,75471,1,Maruti,Maruti SX4 S Cross,2017,850000,2017,Manual,23.65,1248,5,chennai,7
Petrol,8000,1,Honda,Honda Amaze,2021,745000,2021,Manual,18.6,1199,5,chennai,3
Petrol,13200,1,Kia,Kia Carens,2022,1689999,2022,Automatic,19.31,1482,6,chennai,2
Petrol,20000,1,Hyundai,Hyundai Creta,2021,1150000,2021,Manual,19.31,1497,5,chennai,3
Diesel,20000,1,Citroen,Citroen C5 Aircross,2022,3000000,2022,Automatic,18.6,1997,5,chennai,2
Petrol,60730,1,Maruti,Maruti Alto K10,2017,310000,2017,Manual,23.95,998,5,chennai,7
Petrol,44494,2,Maruti,Maruti Swift Dzire,2016,495000,2016,Manual,20.85,1197,5,chennai,8
Petrol,20000,1,Maruti,Maruti Ertiga,2017,800000,2017,Manual,17.5,1373,7,chennai,7
Diesel,45673,1,Tata,Tata Nexon,2019,825000,2019,Automatic,21.5,1497,5,chennai,5
Diesel,26000,1,Toyota,Toyota Fortuner,2020,3575000,2021,Manual,14.24,2755,7,chennai,4
Petrol,51878,1,Hyundai,Hyundai Verna,2017,774000,2017,Manual,17.01,1591,5,chennai,7
Petrol,56747,1,Nissan,Nissan Micra,2017,525000,2017,Automatic,19.15,1198,5,chennai,7
Petrol,38000,1,Maruti,Maruti Swift,2018,600000,2018,Manual,20.4,1197,5,chennai,6
Petrol,76457,2,Hyundai,Hyundai i20,2016,582000,2016,Manual,18.6,1197,5,chennai,8
Petrol,78880,2,Honda,Honda Jazz,2017,551000,2017,Manual,18.7,1199,5,chennai,7
Petrol,19593,1,Maruti,Maruti Swift Dzire,2015,525000,2015,Manual,20.85,1197,5,chennai,9
Petrol,84429,1,Hyundai,Hyundai i20,2016,583000,2016,Manual,18.6,1197,5,chennai,8
Diesel,27599,1,Hyundai,Hyundai i20,2021,825000,2021,Manual,25.0,1493,5,chennai,3
Petrol,76898,1,Renault,Renault Triber,2020,670000,2020,Manual,20.0,999,7,chennai,4
Petrol,119070,2,Volkswagen,Volkswagen Polo,2013,396000,2013,Manual,16.47,1198,5,chennai,11
Diesel,120000,2,Tata,Tata Indica,2004,49000,2004,Manual,13.5,1405,5,chennai,20
Petrol,32199,1,Maruti,Maruti Swift Dzire,2017,590000,2017,Manual,20.85,1197,5,chennai,7
Petrol,85607,1,Tata,Tata Tiago,2016,400000,2016,Manual,23.84,1199,5,chennai,8
Petrol,30000,1,Maruti,Maruti Baleno,2019,700000,2019,Manual,21.4,1197,5,chennai,5
Diesel,80000,1,Mahindra,Mahindra TUV 300,2017,700000,2017,Manual,18.49,1493,7,chennai,7
Diesel,1200000,1,Mahindra,Mahindra Scorpio,2019,1150000,2019,Manual,19.31,2179,7,chennai,5
Petrol,45429,1,Honda,Honda Jazz,2016,595000,2016,Automatic,19.0,1199,5,chennai,8
Petrol,9000,1,Renault,Renault KWID,2019,459999,2019,Manual,22.25,799,5,chennai,5
Petrol,31000,1,Maruti,Maruti Alto 800,2019,395000,2019,Manual,24.7,796,5,chennai,5
Diesel,81488,1,Volkswagen,Volkswagen Polo,2013,434999,2013,Manual,20.14,1498,5,chennai,11
Petrol,94439,1,Volkswagen,Volkswagen Polo,2019,666000,2019,Manual,18.78,999,5,chennai,5
Petrol,98481,3,Maruti,Maruti Swift,2013,380000,2013,Manual,22.38,1197,5,chennai,11
Petrol,20000,1,Maruti,Maruti Baleno,2018,700000,2018,Manual,21.4,1197,5,chennai,6
Diesel,100894,2,Volkswagen,Volkswagen Vento,2016,692000,2016,Automatic,22.15,1498,5,chennai,8
Diesel,86215,1,Maruti,Maruti Swift,2016,590000,2016,Manual,25.2,1248,5,chennai,8
Diesel,120000,2,Ford,Ford Fiesta,2006,125000,2006,Manual,17.8,1399,5,chennai,18
Petrol,98115,2,Volkswagen,Volkswagen Polo,2017,520000,2017,Manual,16.2,1199,5,chennai,7
Petrol,47125,1,Maruti,Maruti Swift Dzire,2019,695000,2020,Manual,17.5,1298,5,chennai,5
Petrol,4453,1,Maruti,Maruti Wagon R,2022,607000,2022,Manual,23.56,1197,5,chennai,2
Petrol,9991,1,Tata,Tata Punch,2022,688000,2022,Manual,20.09,1199,5,chennai,2
Petrol,4564,1,Maruti,Maruti Wagon R,2021,660000,2022,Manual,18.9,998,5,chennai,3
Diesel,108713,1,Ford,Ford Figo,2012,250000,2012,Manual,20.0,1399,5,chennai,12
Petrol,13000,1,Honda,Honda City,2021,1245000,2021,Manual,18.6,1498,5,chennai,3
Petrol,55450,2,Honda,Honda WR-V,2017,575000,2017,Manual,17.5,1199,5,chennai,7
Petrol,49000,1,Hyundai,Hyundai Creta,2016,844999,2016,Manual,13.0,1591,5,chennai,8
