ft,bt,km,ownerNo,oem,modelYear,Insurance Validity,Transmission,Mileage,Engine,Torque,Color,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,city,Max Power
Petrol,Sedan,40000,1,Hyundai,2019,Third Party,Manual,17.0,1591.0,151.0,Others,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1228.0,6 Speed,5,Power,Tubeless,4,chennai,121.0
Petrol,Hatchback,44000,1,Maruti,2020,Comprehensive,Manual,20.89,1197.0,113.0,White,4.0,4.0,3700.0,1690.0,1595.0,2435.0,840.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,81.0
Diesel,SUV,120000,2,Ford,2014,Third Party,Manual,22.7,1498.0,204.0,Black,4.0,2.0,3999.0,1765.0,1708.0,2520.0,1290.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,89.0
Petrol,,10500,1,Toyota,2023,Comprehensive,Automatic,19.305221281860927,2487.0,240.0,White,4.0,4.0,5010.0,1850.0,1950.0,3000.0,1178.0901432181972,CVT,7,Electric,Tubeless Radial,4,delhi,140.0
Petrol,Hatchback,24147,1,Maruti,2019,Comprehensive,Manual,21.79,998.0,90.0,Silver,3.0,4.0,3655.0,1620.0,1675.0,2435.0,805.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,67.0
Diesel,MUV,39000,1,Toyota,2021,Comprehensive,Automatic,12.0,2393.0,360.0,White,4.0,4.0,4735.0,1830.0,1795.0,2750.0,1920.0,6 Speed,7,Power,Tubeless Radial,5,chennai,148.0
Petrol,SUV,15625,1,Mahindra,2022,Comprehensive,Automatic,17.0,1197.0,200.0,White,3.0,4.0,3995.0,1821.0,1627.0,2600.0,1345.0,6-speed AutoSHIFT,5,Power,Tubeless Radial,5,chennai,108.0
Petrol,MUV,45000,1,Toyota,2020,Comprehensive,Manual,8.0,2694.0,245.0,White,4.0,4.0,4735.0,1830.0,1795.0,2750.0,1730.0,5 Speed,7,Power,Tubeless Radial,5,delhi,163.0
Petrol,SUV,28400,1,Hyundai,2020,Third Party,Manual,18.27,998.0,171.0,Blue,3.0,4.0,3995.0,1770.0,1605.0,2500.0,1200.0,6 Speed,5,Power,Radial,5,kolkata,118.0
Diesel,Hatchback,114676,2,Hyundai,2015,Comprehensive,Manual,22.54,1396.0,219.0,White,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1515.0,6 Speed,5,Power,Tubeless,5,hyderabad,88.0
Petrol,Sedan,93281,1,Honda,2014,Comprehensive,Manual,17.4,1497.0,145.0,Brown,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1065.0,5 Speed,5,Power,Tubeless Radial,4,chennai,117.0
Petrol,SUV,60000,1,Ford,2015,Third Party,Manual,15.85,1499.0,140.0,Red,4.0,4.0,3999.0,1765.0,1708.0,2520.0,1230.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,110.0
Petrol,SUV,20000,1,Audi,2022,Third Party,Automatic,13.47,1984.0,370.0,Others,4.0,4.0,4682.0,1893.0,1653.0,2819.0,1970.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,245.0
Diesel,Sedan,58000,1,Mercedes-Benz,2016,Comprehensive,Automatic,19.27,2143.0,400.0,White,4.0,4.0,4686.0,2020.0,1442.0,2840.0,1655.0,7 Speed,5,Power,Tubeless Radial,4,chennai,170.0
Petrol,Hatchback,45746,1,Hyundai,2011,Third Party,Manual,20.36,1197.0,111.0,Silver,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,78.0
Petrol,Hatchback,50000,1,Tata,2016,Third Party,Manual,25.4,624.0,51.0,Others,2.0,2.0,3099.0,1495.0,1652.0,2230.0,710.0,4 Speed,4,Power,Tubeless Radial,4,jaipur,37.0
Petrol,Hatchback,42160,1,Maruti,2009,Third Party,Manual,18.9,1061.0,84.0,Blue,3.0,4.0,3595.0,1475.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,67.0
Diesel,Hatchback,89197,2,Maruti,2013,Third Party,Manual,22.9,1248.0,190.0,Red,4.0,4.0,3850.0,1695.0,1530.0,2430.0,1060.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,74.0
Petrol,Hatchback,14949,1,Hyundai,2020,Zero Dep,Manual,20.0,998.0,171.0,Red,3.0,4.0,3995.0,1775.0,1505.0,2580.0,1240.0,6 Speed IMT,5,Electric,Tubeless Radial,5,bangalore,118.0
Petrol,Hatchback,9000,1,Maruti,2022,Comprehensive,Manual,22.38,1197.0,113.0,Silver,4.0,4.0,3845.0,1735.0,1530.0,2450.0,875.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,88.0
Diesel,MUV,120000,4,Maruti,2015,Third Party,Manual,24.52,1248.0,200.0,Others,4.0,4.0,4296.0,1695.0,1685.0,2740.0,1260.0,5 Speed,7,Power,Tubeless Radial,5,jaipur,88.0
Petrol,Sedan,98000,1,Toyota,2014,Comprehensive,Automatic,14.28,1798.0,173.0,White,4.0,4.0,4620.0,1776.0,1475.0,2700.0,1270.0,7 Speed,5,Power,Tubeless Radial,4,chennai,138.0
Petrol,SUV,60000,1,Hyundai,2015,Third Party,Manual,15.29,1591.0,151.0,Others,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1.0,6 Speed,5,Power,Tubeless,5,kolkata,121.0
Petrol,Hatchback,60000,1,Maruti,2020,Third Party,Manual,20.52,1197.0,113.0,Others,4.0,4.0,3655.0,1620.0,1675.0,2435.0,830.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,81.0
Petrol,Sedan,59729,1,Toyota,2015,Comprehensive,Manual,14.28,1798.0,173.0,Golden,4.0,4.0,4620.0,1776.0,1475.0,2700.0,1190.0,6 Speed,5,Power,Tubeless Radial,4,kolkata,138.0
Petrol,Hatchback,20000,1,Maruti,2020,Third Party,Manual,21.01,1197.0,113.0,Gray,4.0,4.0,3995.0,1745.0,1510.0,2520.0,865.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,81.0
Petrol,SUV,30498,1,Nissan,2021,Comprehensive,Manual,18.75,999.0,96.0,Black,3.0,4.0,3994.0,1758.0,1572.0,2500.0,939.0,5 Speed,5,Electronic,Tubeless Radial,5,delhi,71.0
Diesel,Sedan,110000,2,Maruti,2011,Third Party,Manual,19.3,1248.0,190.0,Others,4.0,4.0,4160.0,1690.0,1530.0,2390.0,1105.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,73.0
Petrol,Hatchback,46894,3,Hyundai,2016,Third Party,Manual,18.9,1197.0,114.0,Red,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,bangalore,82.0
Diesel,Hatchback,90000,1,Ford,2010,Third Party,Manual,20.0,1399.0,160.0,Green,4.0,4.0,3795.0,1680.0,1427.0,2489.0,1130.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,68.0
Petrol,Sedan,60000,1,Hyundai,2008,Third Party,Manual,13.2,1495.0,12.0,Others,4.0,3.0,4250.0,1670.0,1370.0,2440.0,1039.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,94.0
Petrol,Hatchback,70000,2,Honda,2015,Third Party,Manual,18.7,1199.0,110.0,Gray,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1044.0,5 Speed,5,Power,Tubeless Radial,5,delhi,88.0
Petrol,Hatchback,90000,2,Maruti,2005,Third Party,Manual,18.9,998.0,90.0,Others,3.0,4.0,3595.0,1475.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,67.0
Diesel,Hatchback,50000,1,Renault,2013,Third Party,Manual,23.08,1461.0,160.0,Red,4.0,2.0,3805.0,1665.0,1525.0,2450.0,725.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,63.0
Petrol,Hatchback,80000,4,Maruti,2011,Third Party,Automatic,16.98,998.0,90.0,Others,3.0,4.0,3500.0,1600.0,1490.0,2360.0,860.0,4 Speed,5,Power,Tubeless Radial,5,chennai,66.0
Petrol,Hatchback,51215,1,Maruti,2014,Comprehensive,Manual,22.74,796.0,69.0,Blue,3.0,4.0,3395.0,1490.0,1475.0,2360.0,720.0,5 Speed,5,Power,Tubeless,5,kolkata,47.0
Petrol,Hatchback,100000,2,Maruti,2008,Third Party,Manual,19.7,796.0,62.0,Others,3.0,4.0,3495.0,1475.0,1460.0,2360.0,705.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,46.0
Petrol,Sedan,88584,1,Maruti,2016,Zero Dep,Manual,22.41,1197.0,113.0,Silver,4.0,4.0,3995.0,1735.0,1515.0,2450.0,880.0,5 Speed,5,Electric,Tubeless Radial,4,chennai,88.0
Petrol,Hatchback,52456,1,Maruti,2016,Comprehensive,Manual,21.4,1197.0,115.0,Silver,4.0,4.0,3995.0,1745.0,1510.0,2520.0,890.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,83.0
Petrol,Hatchback,57000,1,Maruti,2018,Comprehensive,Manual,22.0,1197.0,113.0,White,4.0,4.0,3840.0,1735.0,1530.0,2450.0,860.0,5,5,Power,Tubeless,5,jaipur,81.0
Diesel,Hatchback,56976,2,Maruti,2015,Comprehensive,Manual,25.2,1248.0,190.0,Others,4.0,4.0,3840.0,1735.0,1530.0,2450.0,960.0,5 Speed,5,Power,Tubeless,5,bangalore,74.0
Diesel,Sedan,100000,1,BMW,2017,Third Party,Automatic,20.37,1995.0,400.0,Others,4.0,4.0,4936.0,2126.0,1466.0,2975.0,1660.0,8-Speed Steptronic,5,Power,Tubeless Runflat,4,jaipur,187.0
Diesel,SUV,82501,1,Ford,2018,Comprehensive,Manual,23.0,1498.0,205.0,White,4.0,4.0,3998.0,1765.0,1647.0,2519.0,1300.0,5 Speed,5,Power,Tubeless Radial,4,delhi,98.0
Diesel,SUV,89576,3,Ford,2017,Comprehensive,Manual,22.77,1498.0,205.0,White,4.0,2.0,3999.0,1765.0,1708.0,2520.0,1240.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,98.0
Petrol,Sedan,4135,1,Honda,2022,Third Party,Manual,17.4,1497.0,145.0,Golden Brown,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1088.0,5 Speed,5,Power,Tubeless Radial,4,chennai,117.0
Petrol,MUV,70000,3,Tata,2004,Third Party,Manual,12.8,1396.0,12.0,Others,4.0,2.0,4158.0,1625.0,1575.0,2450.0,1105.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,85.0
Petrol,MUV,50000,1,Renault,2021,Third Party,Automatic,18.2,999.0,96.0,Others,3.0,4.0,3991.0,1739.0,1643.0,2518.403850840848,947.0,5 Speed,7,Electric,Tubeless Radial,5,delhi,71.0
Petrol,SUV,20000,1,Renault,2022,Third Party,Manual,19.17,999.0,96.0,Others,3.0,4.0,3991.0,1750.0,1605.0,2500.0,1012.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,71.0
Petrol,SUV,6948,1,Renault,2021,Comprehensive,Manual,20.5,999.0,160.0,Blue,3.0,4.0,3991.0,1750.0,1605.0,2500.0,1066.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,98.0
Petrol,Sedan,36000,2,Mercedes-Benz,2012,Comprehensive,Automatic,14.74,1991.0,300.0,White,4.0,4.0,4686.0,2020.0,1442.0,2840.0,1545.0,7 Speed,5,Power,Tubeless Radial,4,chennai,181.0
Petrol,Hatchback,68740,2,Nissan,2015,Comprehensive,Manual,18.06,1198.0,104.0,Silver,3.0,4.0,3780.0,1665.0,1530.0,2450.0,970.0,5 Speed,5,Power,Tubeless Radial,5,delhi,75.0
Petrol,Hatchback,69199,2,Hyundai,2019,Zero Dep,Manual,18.9,1197.0,113.0,Red,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1060.0,5 Speed,5,Power,Tubeless,5,bangalore,81.0
Diesel,SUV,76200,1,Ford,2018,Comprehensive,Manual,21.7,1498.0,215.0,White,4.0,4.0,3998.0,1765.0,1647.0,2519.0,1277.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,98.0
Petrol,Hatchback,37196,1,Maruti,2015,Comprehensive,Manual,22.38,1197.0,113.0,Others,4.0,4.0,3845.0,1735.0,1530.0,2450.0,875.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,88.0
Petrol,Hatchback,42600,1,Maruti,2013,Comprehensive,Manual,22.74,796.0,69.0,SILKY SILVER,3.0,4.0,3395.0,1490.0,1475.0,2360.0,720.0,5 Speed,5,Power,Tubeless,5,chennai,47.0
Diesel,SUV,40000,3,Maruti,2018,Third Party,Manual,24.3,1248.0,200.0,Others,4.0,4.0,3995.0,1790.0,1640.0,2500.0,1180.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,88.0
Petrol,Hatchback,60053,1,Maruti,2018,Third Party,Manual,21.4,1197.0,115.0,Nexa Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,870.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,83.0
Petrol,Sedan,20000,1,Honda,2022,Third Party,Manual,17.4,1497.0,145.0,Others,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1061.0,5 Speed,5,Electric,Tubeless Radial,4,bangalore,117.0
Petrol,Hatchback,50000,1,Maruti,2012,Third Party,Manual,18.9,998.0,90.0,Others,3.0,4.0,3595.0,1475.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,67.0
Diesel,SUV,78000,2,Hyundai,2016,Comprehensive,Automatic,17.01,1582.0,259.0,White,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1320.0,6 Speed,5,Power,Tubeless,5,delhi,126.0
Diesel,Sedan,120057,2,Toyota,2011,Third Party,Manual,21.43,1364.0,205.0,Golden,4.0,4.0,4620.0,1776.0,1475.0,2700.0,1340.0,6 Speed,5,Power,Tubeless Radial,4,chennai,87.0
Petrol,Sedan,100000,1,Maruti,2011,Third Party,Manual,17.5,1298.0,114.0,Others,4.0,4.0,4160.0,1690.0,1530.0,2390.0,1025.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,85.0
Petrol,MUV,70000,1,Maruti,2020,Third Party,Manual,19.01,1462.0,138.0,White,4.0,4.0,4445.0,1775.0,1700.0,2740.0,1180.0,5 Speed,6,Power,Tubeless Radial,5,jaipur,103.0
Diesel,SUV,80000,2,Land Rover,2012,Third Party,Automatic,12.35,2179.0,420.0,Black,4.0,4.0,4500.0,2195.0,1740.0,2660.0,1890.0,6 Speed,5,Power,Tubeless Radial,5,kolkata,187.0
Petrol,Hatchback,60000,2,Hyundai,2010,Third Party,Manual,19.81,1086.0,99.0,Others,4.0,3.0,3585.0,1595.0,1550.0,2380.0,860.0,5 Speed,5,Power,Tubeless,5,kolkata,68.0
Petrol,Sedan,23000,2,Honda,2016,Third Party,Manual,17.8,1497.0,145.0,Black,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1049.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,117.0
Petrol,SUV,54639,1,Hyundai,2017,Third Party,Manual,15.29,1591.0,151.0,Red,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1300.0,6 Speed,5,Power,Tubeless,5,bangalore,121.0
Petrol,Sedan,46000,1,Hyundai,2017,Comprehensive,Manual,17.01,1591.0,154.0,Maroon,4.0,4.0,4375.0,1700.0,1475.0,2570.0,1178.0901432181972,5 Speed,5,Power,Tubeless,4,bangalore,121.0
Petrol,Sedan,10000,1,Maruti,2020,Third Party,Manual,19.95,1197.0,113.0,White,4.0,4.0,3995.0,1695.0,1555.0,2430.0,945.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,81.0
Petrol,Hatchback,52617,2,Maruti,2018,Third Party,Manual,21.4,1197.0,115.0,Red,4.0,4.0,3995.0,1745.0,1510.0,2520.0,890.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,83.0
Petrol,Sedan,29582,2,Fiat,2009,Third Party,Manual,16.0,1368.0,115.0,Red,4.0,4.0,4.0,1.0,1.0,2.0,1.0,5 Speed,5,Power,Tubeless Radial,4,delhi,90.0
Petrol,Hatchback,31062,3,Maruti,2013,Comprehensive,Manual,22.74,796.0,69.0,Grey,3.0,4.0,3395.0,1490.0,1475.0,2360.0,720.0,5 Speed,5,Power,Tubeless,5,kolkata,47.0
Petrol,SUV,20000,1,Hyundai,2020,Third Party,Manual,17.52,1197.0,113.0,Gray,4.0,4.0,3995.0,1770.0,1605.0,2500.0,1100.0,5 Speed,5,Electric,Radial,5,bangalore,81.0
Petrol,SUV,54000,1,Kia,2019,Comprehensive,Manual,16.8,1497.0,144.0,Orange,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1335.0,6 Speed,5,Electric,Tubeless Radial,5,bangalore,113.0
Petrol,SUV,83394,2,Renault,2014,Third Party,Manual,13.24,1598.0,145.0,Red,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1100.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,102.0
Petrol,Sedan,31346,2,Honda,2018,Third Party,Manual,17.4,1497.0,145.0,Brown,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1084.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,117.0
Petrol,Hatchback,50000,2,Fiat,2018,Third Party,Manual,16.3,1368.0,212.0,Black,4.0,4.0,3989.0,1687.0,1505.0,2510.0,1060.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,145.0
Diesel,Sedan,129306,0,Maruti,2009,Third Party,Manual,19.3,1248.0,190.0,Blue,4.0,4.0,4160.0,1690.0,1530.0,2390.0,1105.0,5 Speed,5,Power,Tubeless Radial,4,chennai,73.0
Petrol,Hatchback,30000,1,Datsun,2018,Third Party,Manual,22.7,799.0,72.0,Others,3.0,4.0,3429.0,1560.0,1541.0,2348.0,770.0,5 Speed,5,Power,Tubeless Radial,5,chennai,53.0
Petrol,SUV,10000,1,Kia,2022,Third Party,Manual,18.4,1197.0,115.0,Others,4.0,4.0,3995.0,1790.0,1642.0,2500.0,1192.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,81.0
Petrol,Sedan,45000,1,Honda,2014,Comprehensive,Manual,17.4,1497.0,145.0,White,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1041.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,117.0
Petrol,SUV,10000,1,Renault,2022,Third Party,Automatic,19.03,999.0,96.0,Others,3.0,4.0,3991.0,1750.0,1605.0,2500.0,1086.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,71.0
Petrol,Hatchback,63460,1,Honda,2019,Third Party,Automatic,18.2,1199.0,110.0,White,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1066.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,88.0
Petrol,Hatchback,120000,1,Skoda,2011,Third Party,Manual,16.25,1198.0,110.0,Others,3.0,4.0,4000.0,1642.0,1522.0,2465.0,1070.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,75.0
Petrol,Hatchback,90000,1,Hyundai,2012,Comprehensive,Manual,17.0,1197.0,11.0,Brown,4.0,4.0,3940.0,1710.0,1505.0,2.0,1050.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,80.0
Petrol,Hatchback,48000,1,Hyundai,2016,Third Party,Manual,17.19,1197.0,114.0,White,4.0,4.0,3995.0,1760.0,1555.0,2570.0,1040.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,81.0
Petrol,SUV,11000,1,Hyundai,2022,Comprehensive,Automatic,19.305221281860927,1397.0,242.0,White,4.0,4.0,4300.0,1790.0,1635.0,2610.0,1465.0,7-speed DCT,5,Power,Tubeless Radial,5,delhi,138.0
Petrol,Sedan,56000,2,Maruti,2008,Third Party,Manual,15.0,1586.0,145.0,Red,4.0,4.0,4490.0,1735.0,1570.0,2500.0,1200.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,104.0
Petrol,Hatchback,68000,1,Hyundai,2018,Comprehensive,Manual,20.3,1086.0,99.0,Grey,4.0,3.0,3610.0,1645.0,1560.0,2400.0,1050.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,68.0
Diesel,Hatchback,100000,2,Volkswagen,2010,Third Party,Manual,22.07,1199.0,180.0,Others,3.0,4.0,3970.0,1682.0,1453.0,2456.0,1115.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,73.0
Diesel,Sedan,54000,1,Volvo,2017,Third Party,Automatic,27.03,1969.0,400.0,Black,4.0,4.0,4635.0,2097.0,1484.0,2776.0,1652.0,8 Speed,5,Power,Tubeless Radial,4,hyderabad,190.0
Diesel,Sedan,74000,1,Maruti,2014,Third Party,Manual,23.4,1248.0,190.0,Grey,4.0,4.0,3995.0,1695.0,1555.0,2430.0,1060.0,5 Speed,5,Power,Tubeless Radial,4,delhi,74.0
Diesel,Hatchback,74686,1,Fiat,2013,Third Party,Manual,20.3,1248.0,197.0,Red,4.0,4.0,3987.0,1687.0,1495.0,2510.0,960.0,5 Speed,5,Power,Tubeless Radial,5,chennai,75.0
Petrol,SUV,54000,2,Toyota,2021,Comprehensive,Manual,17.03,1462.0,138.0,Silver,4.0,4.0,3995.0,1790.0,1640.0,2500.0,1115.0,5 Speed,5,Electronic,Tubeless Radial,5,hyderabad,103.0
Diesel,Sedan,41510,2,Mercedes-Benz,2015,Comprehensive,Automatic,14.21,2143.0,500.0,Silver,4.0,4.0,4868.0,1854.0,1471.0,2874.0,1800.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,203.0
Petrol,Sedan,120000,2,Maruti,2005,Third Party,Manual,15.4,1590.0,130.0,Silver,4.0,4.0,4225.0,1690.0,1390.0,2518.403850840848,985.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,94.0
Petrol,Sedan,13000,1,Honda,2020,Comprehensive,Manual,17.4,1497.0,145.0,White,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1061.0,5 Speed,5,Power,Tubeless Radial,4,delhi,117.0
Petrol,Hatchback,101863,3,Maruti,2017,Third Party,Manual,21.4,1197.0,115.0,Silver,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,83.0
Petrol,Sedan,80000,2,Chevrolet,2015,Third Party,Manual,18.2,1199.0,108.0,White,4.0,4.0,4249.0,1690.0,1503.0,2465.0,1065.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,82.0
Petrol,Hatchback,14516,1,Hyundai,2016,Comprehensive,Manual,18.6,1197.0,114.0,White,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1066.0,5 Speed,5,Power,Tubeless,5,bangalore,81.0
Diesel,Sedan,150000,1,Hyundai,2016,Third Party,Manual,24.4,1120.0,180.0,Others,3.0,4.0,3995.0,1660.0,1520.0,2425.0,1140.0,5 Speed,5,Power,Tubeless,4,delhi,71.0
Petrol,Hatchback,48163,2,Maruti,2016,Comprehensive,Manual,20.51,998.0,90.0,Grey,3.0,4.0,3599.0,1495.0,1700.0,2400.0,885.0,5 Speed,5,Power,Tubeless,5,chennai,67.0
Petrol,Sedan,40711,1,Tata,2017,Third Party,Manual,20.3,1199.0,114.0,Red,3.0,4.0,3992.0,1677.0,1537.0,2450.0,1052.0,5 Speed,5,Power,Tubeless Radial,4,chennai,84.0
Petrol,Hatchback,40000,1,Hyundai,2020,Comprehensive,Manual,20.7,1197.0,113.0,Black,4.0,4.0,3805.0,1680.0,1520.0,2450.0,1060.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,81.0
Petrol,Hatchback,12011,1,Tata,2020,Comprehensive,Automatic,23.84,1199.0,114.0,Silver,3.0,4.0,3746.0,1647.0,1535.0,2400.0,1012.0,5 Speed,5,Power,Tubeless,5,chennai,83.0
Petrol,SUV,50000,3,Ford,2014,Third Party,Automatic,16.5,1499.0,140.0,Others,4.0,4.0,3999.0,1765.0,1708.0,2520.0,1290.0,6 Speed,5,Power,Tubeless Radial,5,jaipur,110.0
Petrol,Hatchback,58713,2,Maruti,2019,Comprehensive,Manual,21.7,998.0,89.0,Blue,3.0,4.0,3565.0,1520.0,1567.0,2380.0,736.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,65.0
Diesel,Sedan,71775,1,Hyundai,2021,Comprehensive,Manual,14.59,1493.0,250.0,White,4.0,4.0,4620.0,1800.0,1465.0,2700.0,1320.0,6 Speed,5,Power,Tubeless Radial,4,bangalore,113.0
Diesel,SUV,120000,2,Mahindra,2010,Third Party,Manual,12.05,2179.0,290.0,Gray,4.0,4.0,4430.0,1817.0,1975.0,2680.0,1970.0,5 Speed,8,Power,Tubeless Radial,5,bangalore,120.0
Petrol,Hatchback,44253,2,Maruti,2016,Comprehensive,Manual,21.4,1197.0,115.0,Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,Hatchback,83000,3,Hyundai,2009,Comprehensive,Manual,18.5,1197.0,11.0,Black,4.0,4.0,3940.0,1710.0,1505.0,2.0,1020.0,5 Speed,5,Power,Tubeless Radial,5,chennai,80.0
Petrol,Hatchback,15518,2,Tata,2021,Third Party,Automatic,19.0,1199.0,113.0,White,3.0,4.0,3765.0,1677.0,1535.0,2400.0,982.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,84.0
Petrol,Hatchback,12280,1,Tata,2021,Comprehensive,Manual,18.5,1199.0,140.0,Others,3.0,4.0,3990.0,1755.0,1523.0,2501.0,1102.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,108.0
Petrol,Hatchback,92278,2,Hyundai,2013,Third Party,Manual,20.36,1197.0,111.0,Red,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,78.0
Petrol,Sedan,70000,1,Maruti,2013,Comprehensive,Manual,20.85,1197.0,115.0,White,4.0,4.0,3995.0,1695.0,1555.0,2430.0,945.0,5 Speed,5,Power,Tubeless Radial,4,delhi,83.0
Petrol,Hatchback,30000,1,Hyundai,2022,Third Party,Manual,20.7,1197.0,113.0,Others,4.0,4.0,3805.0,1680.0,1520.0,2450.0,1160.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,81.0
Petrol,Hatchback,50000,1,Maruti,2011,Third Party,Manual,19.0,998.0,90.0,Others,3.0,4.0,3600.0,1495.0,1595.0,2360.0,865.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,67.0
Petrol,Sedan,90000,2,Honda,2012,Third Party,Manual,14.8,1799.0,171.0,Others,4.0,4.0,4545.0,1750.0,1450.0,2700.0,1210.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,130.0
Petrol,Hatchback,100000,1,Maruti,2018,Third Party,Automatic,23.1,998.0,90.0,Others,3.0,4.0,3695.0,1600.0,1560.0,2425.0,850.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,67.0
Petrol,Hatchback,95525,2,Hyundai,2011,Comprehensive,Manual,20.36,1197.0,111.0,Silver,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,delhi,78.0
Diesel,SUV,15215,1,Land Rover,2021,Comprehensive,Automatic,19.305221281860927,1997.0,430.0,Silicon Silver,4.0,4.0,4371.0,2100.0,1649.0,2681.0,1787.0,9-speed automatic,5,Power,Tubeless Radial,5,kolkata,246.0
Diesel,SUV,80000,1,Renault,2015,Third Party,Manual,19.87,1461.0,200.0,White,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1140.0,5 Speed,5,Power,Tubeless,5,jaipur,83.0
